/*
本文件为人工标注的3676个实体对，所有已标注实体对关系的示例将对应于train_data.txt，共包含对应3676个包。
本数据集版权由csdn博主【华师数据学院·王嘉宁】所有，如若您的科研、毕设等中使用本数据集，请在您的科研成果或论文中引用该博文：https://blog.csdn.net/qq_36426650/article/details/87719204。
本数据集因主要爬取百度百科、互动百科和博客园，因此仅供科研使用，禁止任何形式的商业行为。
*/
[entity1] [entity2] [label]
子树 关键字 无关
插入 算法 无关
插入 B树 属性
指针 顺序表 属性
结点 关键字 无关
内存 实值参数 无关
指针 修改 无关
右子树 集合 无关
二叉树 树形结构 属于
检索 正则表达式 无关
程序 正则表达式 包含
正则表达式 字符串 属性
检索 字符串 属性
正则表达式 表达式 属于
正则表达式 字符 依赖
修改 迪杰斯特拉算法 无关
删除 正则表达式 无关
程序 删除 无关
顶点 出度 无关
元素 顺序栈 属性
数组 数据类型 拥有
祖先 算法 无关
数组 三维数组 包含
常量 字符串 属性
数据类型 操作数 属性
输入 数组 无关
变量名 数组 无关
数据域 头结点 属性
指针 数组指针 属性
常量 二维数组 属性
变量名 指针 属性
二维数组 数组 属于
内存 存储结构 无关
索引 结点 无关
路径 时间复杂度 无关
程序 顺序结构 无关
表达式 集合 无关
深度优先遍历 顶点 无关
指针数组 指针 依赖
遍历 存储结构 无关
数组 指针数组 包含
字符串 指针数组 无关
数组指针 指针数组 无关
压缩存储 稀疏矩阵 属性
插入 头插法 包含
选择排序 树形选择排序 包含
变量 正确性 无关
栈顶指针 栈顶 属性
平衡二叉排序树 红黑树 包含
栈顶指针 变量 属于
邻接矩阵 弗洛伊德算法 被依赖
检索 红黑树 拥有
遍历 迭代器 依赖
数据结构 遍历 包含
深度 输出 无关
记录 映像 无关
运算符 迭代器 无关
稀疏矩阵 输出 无关
可读性 数据 无关
链表 顶点 拥有
链式存储结构 无向图 属性
递归函数 递归 属性
生成树 连通图 无关
连通分量 输出 无关
可读性 表达式 无关
算法 连通分量 无关
数据结构 最短路径 包含
记录 输出 无关
元素 有向图 无关
连通图 结点 拥有
内存地址 数据类型 无关
子图 无向图 属性
记录 伸展树 无关
数据元素 数组 属性
遍历 链表结构 无关
内存 顺序表 无关
数据元素 插入 被依赖
算法 渐进时间复杂度 拥有
数据元素 排序 无关
输出 选择排序 属性
起泡排序 选择排序 无关
二维数组 整型 拥有
主串 子串 被依赖
指针 邻接表 属性
邻接表 时间复杂度 无关
指针 记录 无关
二叉树 路径 拥有
根结点 修改 无关
程序 数据结构 无关
最短路径 红黑树 无关
检索 查找效率 拥有
字符型 元素 无关
编译 指针 无关
平衡二叉树 平衡因子 拥有
等价类 字符 无关
元素 逻辑结构 无关
程序 逻辑结构 无关
子集 元素 拥有
常量 整型 拥有
单向链表 数据 无关
常量 指针 属性
子集 无向图 无关
集合 遍历 无关
递归 字符 无关
路径 遍历 无关
深度 图的遍历 无关
遍历 深度优先遍历 包含
记录 索引表 属性
双端队列 数据结构 属于
运算符 操作数 属于
运算符 指针 无关
插入 运算符 无关
指针 压栈 无关
表达式 插入 无关
模式串 BM算法 被依赖
结点 存储结构 无关
正确性 元素 无关
指示器 文件 属性
字符 元素 无关
0-1背包问题 字符串 无关
数据类型 引用 拥有
字符 模式匹配 无关
右子树 算法 无关
字符串 文件 无关
整型 浮点型 无关
结点 优先队列 无关
深度 回溯法 无关
指针 循环队列 属性
指针 出队 无关
左子树 后继 无关
数据元素 有限序列 无关
操作数 字典 无关
检索 孩子结点 无关
前驱 单向链表 属性
指针 形式参数 无关
数据 空间复杂度 无关
直接插入排序 插入排序 属于
模式串 字符串 属于
根结点 叶子结点 被依赖
队尾指针 头指针 反义
程序 嵌套调用 拥有
输入 活动 无关
数据元素 广义表 属性
关键字 主关键字 包含
记录 修改 无关
非顺序映像 顺序映像 反义
查找表 检索 依赖
输入 查找表 无关
头结点 子树 无关
入队 右孩子 无关
算法 外部排序 属性
出队 顶点 无关
顶点 队头 无关
插入 路径 无关
Tarjan算法 连通分量 属性
强连通分量 算法 拥有
数组 递归算法 无关
二叉树 哈夫曼树 包含
结点 编码 无关
结点 森林 属性
哈夫曼树 森林 无关
二叉树 哈夫曼编码 无关
空表 检索 无关
时间复杂度 变量 无关
记录 哈希地址 拥有
数据项 数据 属性
数据 顺序查找 无关
插值查找 字典 无关
主串 BF算法 被依赖
枚举法 回溯法 无关
算法 回溯法 包含
子集 回溯法 无关
时间复杂度 平衡二叉树 属性
完全二叉树 二叉堆 属于
根结点 数据 无关
最短路径 有向图 属性
索引 正则表达式 无关
表达式 单向链表 无关
右子树 后进先出 无关
拓扑排序 有向图 属性
路径 指针 无关
顶点 带权有向图 无关
排序 子树 无关
活动 路径 拥有
表达式 时间复杂度 无关
表达式 内存 无关
反向索引 索引 反义
引用 索引 无关
结点 字符串 无关
指针 子树 无关
结点 前缀树 属性
内存 数据项 无关
程序 编译 拥有
二叉树 二叉堆 包含
路径 强连通图 属性
递归算法 递归 属性
排序 桶排序 包含
元素 基数排序 无关
时间复杂度 关键字 无关
元素 桶排序 无关
删除 有序表 无关
结点 伸展树 属性
深度优先遍历 非连通图 无关
路径 检索 无关
二叉树 广度优先遍历 拥有
元素 伸展树 无关
删除 伸展树 无关
后继 伸展树 无关
线性表 数据元素 拥有
后序遍历 输出 无关
链表 双向链表 包含
尾结点 链表 属性
尾结点 插入 拥有
冲突 再哈希法 拥有
结点 尾结点 包含
变量 关键字 无关
程序 参数 无关
深度 有向图 无关
参数 模拟退火算法 属性
文件 顺序存取 无关
顶点 广度优先遍历 无关
指针 基桶 无关
简单询问 询问 属于
集合 索引 无关
倒排文件 集合 无关
空树 二叉树 属性
数组 集合 无关
父结点 后继 无关
运算符 数组 无关
整型 数组 属性
元素 程序 无关
文件 数组 无关
交换排序 起泡排序 无关
结点 无序树 无关
删除 进栈 无关
内存地址 程序 被依赖
算法 后序遍历 属性
深度优先遍历 广度优先遍历 反义
邻接点 广度优先遍历 无关
根结点 队列 无关
双端队列 队列 属于
程序 顺序查找 无关
删除 符号表 无关
程序 关键字 无关
记录 父结点 无关
叶子结点 右孩子 属性
字符序列 元素 无关
记录 元素 拥有
运算符 进栈 无关
修改 伪代码 无关
递归 回溯法 被依赖
索引 顺序查找 拥有
排序 空树 无关
强连通图 结点 无关
查找效率 数据 无关
散列 深度 无关
插入 数据结构 无关
快速排序 数组 属性
平衡二叉树 数据结构 属于
集合 修改 无关
数据域 数据 无关
索引顺序查找 分块查找 被依赖
程序 迭代器 包含
迭代器 元素 无关
动态查找表 有序表 无关
顶点 字典 无关
哈希函数 再哈希法 属性
平均查找长度 查找效率 被依赖
算法 层序遍历 属性
程序 存储结构 无关
文件 表达式 无关
文件 起泡排序 无关
数据结构 元素 拥有
内存 物理结构 拥有
顶点 生成森林 无关
程序 有穷性 拥有
内存 内部排序 被依赖
删除 根结点 无关
删除 左子树 无关
外部排序 文件 无关
二叉链表 存储结构 属于
程序 路径 无关
程序 递归算法 无关
程序 线性探测 无关
散列 检索 属性
二叉树 修改 无关
集合 排序 无关
顺序文件 索引顺序文件 包含
链队列 循环队列 无关
数据 集合 无关
变量 原子类型 包含
字典 引用 无关
模式匹配 多模匹配 包含
程序 非数值计算 无关
数据结构 数据项 包含
子集 数据 无关
双亲结点 左子树 属性
二元组 数据结构 无关
数据类型 数据结构 无关
数据 频度 拥有
变量 引用参数 无关
参数 引用参数 包含
引用 程序 无关
表达式树 程序 属性
后进先出 数据结构 无关
折半插入排序 插入排序 属于
平均查找长度 关键字 无关
检索 修改 无关
空串 插入 无关
折半查找 时间复杂度 拥有
元素 左子树 无关
顶点 逆邻接表 无关
队列 修改 无关
拓扑排序 结点 无关
散列 数据元素 无关
回路 旅行商问题 被依赖
内存地址 结点 无关
内存 字典 无关
取模 参数 无关
随机存取 线性表 属性
入度 有向图 属性
基地址 线性表 无关
程序 线性表 无关
逻辑结构 结点 无关
KMP算法 模式串 依赖
算法 KMP算法 包含
前驱 指针 拥有
字符串 关键字 无关
排序 最高位优先法 拥有
路径 AOE网 属性
参数 修改 无关
哈希表 数据元素 无关
元素 头指针 无关
模式匹配 关键字 无关
空间复杂度 伪代码 无关
顶点 森林 无关
强连通分量 顶点 无关
强连通分量 元素 无关
完全背包问题 时间复杂度 无关
检索 顺序查找 无关
数据结构 红黑树 包含
插入 红黑树 无关
路径 二叉排序树 无关
顺序表 逻辑结构 拥有
内存 伸展树 无关
桶排序 数组 无关
数据项 二叉排序树 无关
桶排序 输入 无关
二叉树 伸展树 包含
引用 运算符 无关
元素 表达式 无关
双端队列 双向链表 无关
删除 迭代器 无关
十字链表 有向图 拥有
赋值 散列 无关
数组 散列 无关
元素 哈希函数 无关
关键字 索引项 被依赖
根结点 文件 无关
二维数组 数组指针 拥有
索引 完全二叉树 属性
递归算法 深度优先遍历 包含
邻接表 无向图 属性
二维数组 元素 拥有
指针域 队列 无关
叶子结点 完全二叉树 属性
赋值语句 赋值 依赖
指针 后继 属性
文件 路径 无关
栈顶指针 内存 无关
引用 数据结构 无关
赋值 修改 无关
插入 平衡因子 无关
递归 单向链表 无关
整型 字符串 无关
内存 线性表 无关
操作数 内存地址 无关
指针 遍历 无关
数组 KMP算法 无关
检索 模式串 属性
集合 常量 无关
引用 常量 拥有
内存 进栈 无关
头结点 队列 无关
广度优先遍历 深度 无关
N叉树 递归 无关
关键字 集合 无关
记录 数据结构 属性
哈夫曼编码 字符 依赖
堆排序 快速排序 无关
数据 散列 无关
数组 线性结构 无关
二叉堆 左子树 无关
文件 链表 无关
迭代器 数组 无关
先序遍历 广度优先遍历 无关
运算符 栈顶 无关
散列 数据结构 属于
字符 索引 无关
赋值 时间复杂度 无关
索引 叶子结点 无关
深度 索引 无关
变量名 形式参数 无关
赋值 实值参数 依赖
整除 输入 无关
算法 神经网络算法 包含
后缀树 文件 无关
链表 散列 无关
空间复杂度 递归 属性
内存地址 实值参数 无关
变量 修改 无关
子图 深度优先遍历 无关
引用参数 引用 属性
数据 邻接表 无关
空表 链表 属于
结点 程序 无关
输出 神经网络算法 属性
时间复杂度 存储结构 依赖
元素 存储地址 无关
指针 插入 无关
变量 删除 无关
路径 逻辑结构 无关
数组 顺序表 包含
存储结构 检索 被依赖
字符型 赋值 无关
修改 迭代器 无关
编码 运算符 无关
主函数 文件 无关
冲突 函数名 无关
形式参数 表达式 无关
时间复杂度 散列 属性
散列 负载因子 无关
希尔排序 插入排序 属于
程序 修改 无关
直接插入排序 记录 无关
子串 快速排序 无关
单向链表 哈希地址 无关
程序 询问 无关
队列 参数 无关
记录 递归 无关
入队 队尾元素 依赖
递归 编码 无关
树形结构 编码 拥有
记录 参数 无关
存储结构 散列 包含
右子树 后序序列 无关
参数 散列 无关
完全图 最小生成树 拥有
路径压缩 算法 拥有
队列 文件 属性
链表 询问 无关
哈希函数 负载因子 无关
冲突 检索 无关
哈希函数 插入 无关
链表 元素 拥有
斐波那契数列 表达式 无关
输出 头结点 无关
哈希表 数组 无关
散列 插入 无关
进栈 深度 无关
三元组 数据 无关
递归 引用 无关
数据 二叉堆 无关
文件 二叉堆 无关
堆排序 二叉堆 属性
右子树 双亲结点 依赖
变量名 索引 属性
整型 检索 无关
背包问题 0-1背包问题 包含
时间复杂度 索引 无关
数据元素 外部排序 无关
记录 头指针 拥有
中序遍历 排序 无关
深度优先遍历 割点 无关
数组 多源最短路径 无关
记录 变量 无关
冲突 参数 无关
赋值 迭代器 无关
输出 确定性 无关
修改 输出 无关
数据类型 常量 属性
排序 字典 属性
路径 后继 无关
引用 关键字 无关
形式参数 输入 无关
左孩子 结点 属性
链域 结点 无关
文件 引用 无关
后继 双向链表 属性
队列 二叉堆 无关
内存 遍历 无关
叶子结点 参数 无关
指针 字符型 属性
数组 检索 拥有
遍历 删除 无关
变量 遍历 无关
最小生成树 克鲁斯卡尔算法 拥有
先进先出 广度优先遍历 无关
最小生成树 无向图 属性
时间复杂度 克鲁斯卡尔算法 属性
连通图 并查集 拥有
元素 字典 无关
编译 表达式树 依赖
插入 输入 无关
字符序列 字符 依赖
队列 空队列 包含
深度 修改 无关
结点 简单路径 无关
检索 指针 无关
优先队列 顶点 无关
关键字 B树 属性
兄弟结点 双亲 依赖
关键字 双亲结点 无关
AC自动机 字符 无关
哈夫曼编码 集合 无关
头结点 空队列 无关
红黑树 区间树 无关
字符 回文串 属性
回文串 二维数组 无关
时间复杂度 内存 无关
起泡排序 结点 无关
优先队列 二叉堆 无关
平衡二叉排序树 优先队列 无关
平衡二叉排序树 删除 无关
根结点 最小不平衡子树 属性
平衡因子 删除 无关
平衡因子 双亲 无关
数据 常量 包含
常量 参数 属性
输入 索引 无关
时间复杂度 递归算法 属性
父结点 指针 拥有
检索 路径压缩 无关
散列 子串 无关
数组 并查集 无关
元素 主串 无关
赋值 编译 无关
程序 森林 无关
布鲁姆过滤器 散列 属性
时间复杂度 遍历 属性
有向无环图 算法 无关
数据结构 剪枝 包含
递归 数组 无关
存储地址 顺序表 属性
右子树 根结点 无关
递归 邻接表 无关
关键字 数据域 无关
元素 确定性 无关
左子树 父结点 依赖
表达式 遍历 无关
哈夫曼编码 结点 无关
指针域 数据域 反义
单向链表 头指针 拥有
栈顶 线性表 无关
循环链表 单向链表 依赖
B+树 数据结构 属于
完全二叉树 表达式 无关
排序 优先队列 无关
删除 修改 无关
BM算法 字符 依赖
索引 冲突 无关
索引 字典 拥有
数据元素 前驱 无关
后缀树 索引 无关
树形结构 递归 无关
变量 字符 拥有
时间复杂度 基数排序 属性
双亲 根结点 包含
结点 空指针 无关
指针 右孩子 无关
败者树 结点 无关
弗洛伊德算法 路径 属性
右孩子 二叉树 无关
红黑树 散列 依赖
伸展树 数据结构 属于
中序遍历 数据 无关
算法 子图 无关
活动 变量 无关
算法 数学归纳法 拥有
参数 检索 无关
树形结构 链表 属性
删除 开放定址法 无关
编码 引用 无关
双向链表 结点 拥有
带权邻接矩阵 带权有向图 属性
遍历 队列 属性
平衡二叉树 二叉树 属于
频度 时间复杂度 被依赖
后进先出 内存 无关
压栈 程序 无关
程序 索引 无关
顶点 变量 被依赖
赋值 链表 无关
地址排序 指针 无关
记录 遍历 无关
双向链表 遍历 拥有
表达式 索引 属性
元素 字符串 无关
静态链表 链表 属于
程序 兄弟结点 无关
散列 删除 拥有
前缀树 AC自动机 被依赖
记录 模式串 无关
堆排序 删除 无关
双向链表 二叉树 无关
时间复杂度 队列 无关
查找效率 根结点 无关
字典 参数 无关
数据结构 参数 无关
父结点 修改 无关
递归 根结点 无关
深度 数据元素 无关
模式串 子串 拥有
符号表 修改 无关
字符型 浮点型 无关
起泡排序 直接插入排序 无关
哈希表 检索 属性
数据项 遍历 拥有
哈希函数 数组 无关
计数排序 数据 无关
剪枝 可行性 拥有
排序 递归算法 无关
输入 正则表达式 无关
参数 正则表达式 无关
中序遍历 森林 属性
关键字 顺序查找 被依赖
父结点 右孩子 拥有
起泡排序 数据 无关
快速排序 元素 无关
遍历 单向链表 属性
删除 双向链表 属性
程序 操作数 无关
整型 索引 无关
顺序表 元素 拥有
内存 散列 属性
哈希表 字典 拥有
双亲结点 兄弟结点 被依赖
参数 遍历 无关
平衡二叉树 算法 拥有
子图 生成树 无关
数组 最小生成树 无关
集合 最小生成树 无关
表达式 数据结构 无关
参数 红黑树 无关
表达式 三维数组 无关
数组 形式参数 无关
布尔型 字符 无关
非连通图 生成树 无关
邻接多重表 十字链表 包含
指针域 顶点 无关
顶点 递归 无关
检索 顶点 无关
哈希地址 插入 无关
出栈 右孩子 无关
装填因子 检索 无关
左孩子 元素 无关
队头 队列 属性
出栈 输入 无关
折半查找 右子树 无关
字典 检索 被依赖
深度 编译 无关
传输时间 文件 属性
父结点 字符 无关
集合 路径压缩 无关
生成树 删除 无关
算法 拓扑排序 属性
优先队列 算法 无关
空指针 编译 无关
模拟退火算法 NP问题 属于
参数 实型 无关
栈底 删除 无关
一维数组 数组 属于
出栈 字符 无关
引用 字符串 无关
入队 算法 无关
深度 遍历 无关
字符 主串 无关
数据结构 编码 包含
哈夫曼编码 算法 拥有
运算符 内存 无关
形式参数 函数名 无关
B树 多路查找树 同义
记录 主函数 无关
深度 左子树 属性
路径 修改 无关
指针 快速排序 无关
外部结点 结点 属于
时间复杂度 有序链表 无关
修改 冲突 无关
元素 线性探测 无关
数据 双端队列 无关
单向链表 散列 被依赖
空间复杂度 插入 无关
AOV网 拓扑排序 拥有
队列 拓扑排序 无关
算法 哈希函数 包含
插入 哈希表 无关
贪心法 背包问题 属性
删除 输入 无关
结点 无向边 属性
进栈 结点 无关
进栈 实值参数 无关
深度 查找表 无关
记录 冲突 无关
输出 左孩子 无关
数组 常量 拥有
程序 映像 无关
旅行商问题 广度优先遍历 无关
输出 映像 无关
查找效率 子串 无关
空间复杂度 基数排序 属性
整型 主函数 无关
字符 字典 无关
字符 整型 无关
最小生成树 询问 无关
线性表 有限序列 属于
参数 三维数组 无关
广度优先遍历 最短路径 无关
叶子结点 删除 拥有
路径 编译 无关
活动 数据 依赖
回文串 深度优先遍历 无关
父结点 二叉树 属性
稠密索引 关键字 依赖
兄弟结点 B+树 无关
时间复杂度 程序 属性
插入排序 选择排序 无关
删除 队头 无关
顺序查找 顺序表 属性
装填因子 链地址法 被依赖
指针 链地址法 被依赖
哈希地址 移位叠加 依赖
结点 文件 无关
队列 优先队列 包含
队头元素 队列 属性
根结点 排序 无关
字符串 后序遍历 无关
文件 符号表 拥有
遍历 进栈 无关
链表 数据项 拥有
整型 元素 无关
指针 折半查找 无关
割点 强连通分量 无关
深度优先遍历 无向图 属性
栈顶 数据项 无关
叶子结点 最小生成树 无关
空间复杂度 递归算法 属性
数据 存储地址 无关
遍历 旅行商问题 无关
二叉树 输入 无关
简单环 无向图 无关
内存地址 赋值 无关
内存 桶排序 被依赖
符号表 编译 被依赖
链表 引用 拥有
删除 二叉树 属性
确定性 变量 无关
运算符 中缀表达式 被依赖
反向索引 记录 拥有
输出 倒排文件 无关
频度 询问 无关
负载因子 哈希表 属性
指针 表达式 无关
深度优先遍历 深度 无关
结点 二维数组 无关
删除 入队 无关
检索 B+树 拥有
子集 输入 无关
修改 基地址 无关
数组 空间复杂度 无关
割边 算法 无关
广度优先遍历 邻接表 依赖
前缀树 字典 无关
检索 前缀树 拥有
可读性 输入 无关
后缀树 平衡二叉树 无关
数据结构 递归 包含
父结点 二叉排序树 属性
删除 子树 被依赖
文件 检索 拥有
变量 空类型 拥有
父结点 数组 无关
结点 表达式 无关
时间复杂度 文件 无关
排序 顶点 无关
编码 根结点 无关
遍历 文件 无关
输出 中缀表达式 无关
程序 剪枝 无关
哈希表 内存 依赖
数组 树形结构 无关
空树 检索 无关
子树 队列 无关
B树 索引 属性
存储地址 头结点 无关
算法 字典 无关
AC自动机 集合 无关
根结点 孩子结点 拥有
健壮性 路径 无关
右孩子 右子树 被依赖
左孩子 根结点 属性
元素 平衡二叉树 无关
位串 数据项 无关
字符 询问 无关
迭代器 检索 无关
数据元素 数据域 属性
随机存取 存储结构 属于
链表 叶子结点 无关
平均查找长度 折半查找 属性
检索 斐波那契查找 包含
结点 双向循环链表 属性
算法 存储结构 无关
中序遍历 队列 无关
压栈 记录 无关
数据 出栈 无关
双亲 检索 无关
二叉树 后序遍历 拥有
二维数组 邻接矩阵 包含
检索 线性表 属性
关键字 存储结构 无关
哈希地址 哈希函数 依赖
堆排序 希尔排序 属于
字符 中序序列 无关
赋值 数据类型 无关
链表 稠密索引 被依赖
兄弟结点 插入 无关
尾结点 遍历 无关
集合 二叉树 无关
负权回路 有向图 无关
字符序列 数组 无关
询问 数据结构 属于
数据元素 链式存储结构 被依赖
伪代码 基数排序 属性
右子树 满二叉树 无关
无向边 顶点 无关
头指针 数据 无关
时间复杂度 迪杰斯特拉算法 属性
删除 后继 属性
集合 普里姆算法 无关
生成树 带权图 属性
存储结构 广义表 属性
最短路径 邻接点 依赖
普里姆算法 邻接矩阵 依赖
子图 带权无向图 属性
数组 中序遍历 无关
变量 字符型 拥有
数据结构 符号表 包含
编译 赋值语句 无关
深度 队列 无关
后缀树 指针 无关
二叉树 队头元素 无关
索引文件 路径 无关
最短路径 负权边 无关
哈希地址 字符串 无关
链表 字符串 无关
普里姆算法 稠密图 无关
符号表 链表 无关
算法 符号表 无关
简单路径 修改 无关
红黑树 哈希表 无关
最小生成树 优先队列 无关
遍历 先序遍历 包含
集合 时间复杂度 无关
数据 静态查找表 无关
路径 前驱 无关
指针域 插入 无关
顺序表 数组指针 无关
变量 结点 无关
左子树 排序 无关
最优二叉树 哈夫曼树 包含
深度优先遍历 邻接矩阵 依赖
表达式 模式匹配 无关
数组 链式存储结构 无关
递归 输入 无关
内存 递归 无关
孩子结点 存储结构 无关
路径 递归 无关
红黑树 内存 无关
时间复杂度 红黑树 属性
空栈 进栈 无关
红黑树 深度 拥有
根结点 红黑树 属性
兄弟结点 右孩子 无关
排序 空间复杂度 拥有
前序序列 二叉树 属性
递归 子树 无关
递归函数 哈希表 无关
进栈 表达式树 无关
记录 二维数组 无关
基数排序 字符型 无关
引用 活动 无关
生成树 遍历 无关
入队 指针 无关
模式匹配 索引 属于
字典 散列 无关
折半查找 遍历 无关
出栈 修改 无关
B+树 元素 拥有
活动 队列 无关
根结点 路径 无关
结点 扩充二叉树 属性
后进先出 进栈 无关
队列 输入 无关
关键字 选择排序 被依赖
链表 指针域 拥有
树 B树 包含
先进先出 出队 被依赖
结点 普里姆算法 无关
插入 入队 无关
字符串 路径 无关
元素 折半插入排序 无关
剪枝 子树 无关
剪枝 叶子结点 依赖
查找表 元素 无关
入队 邻接点 无关
首字符 字符 无关
字符串 多模匹配 拥有
集合 祖先 无关
队列 后进先出 无关
头结点 遍历 无关
桶排序 算法 拥有
排序 分治法 拥有
插入 基数排序 无关
完全二叉树 子树 无关
指示器 程序 属性
参数 指针数组 无关
右子树 检索 拥有
数据结构 KMP算法 包含
模式串 指针 无关
检索 主串 无关
单向链表 检索 拥有
队尾 算法 无关
内存地址 顺序表 无关
字符 引用 无关
输入 运算符 无关
字符串 迭代器 无关
红黑树 输入 无关
指针 输入 无关
连通分量 并查集 拥有
并查集 结点 无关
运算符 集合 属性
散列 数据类型 无关
程序 模式串 无关
输出 健壮性 无关
红黑树 冲突 无关
散列 开放定址法 拥有
正确性 递归算法 无关
关节点 插入 无关
物理结构 数据结构 被依赖
KMP算法 时间复杂度 拥有
递归函数 变量 无关
深度 时间复杂度 无关
数据 哨兵 无关
伪代码 检索 无关
割边 无向图 无关
割边 顶点 无关
栈顶 活动 无关
出栈 操作数 无关
参数 操作数 无关
栈顶 操作数 无关
活动 入度 无关
拓扑排序 路径 无关
队尾 出队 无关
双向链表 文件 无关
元素 负载因子 无关
删除 头结点 属性
正确性 基数排序 无关
递归 散列 无关
排序 确定性 无关
编译 算法 无关
B+树 二叉排序树 属于
最短路径 检索 无关
空串 结点 无关
检索 时间复杂度 拥有
符号表 常量 无关
线性结构 存储结构 属于
空间复杂度 回路 无关
完全二叉树 二叉链表 拥有
结点 参数 无关
深度 记录 无关
路径 确定性 无关
深度优先遍历 删除 无关
遍历 字符 无关
变量 数据结构 无关
线索化 结点 无关
字符 链表 无关
操作数 右孩子 无关
元素 循环队列 无关
广义表 深度 拥有
哈希表 排序 拥有
数据结构 先进先出 包含
存储结构 邻接多重表 拥有
数据 传输时间 无关
多路查找树 平衡二叉树 属于
指针 内部结点 无关
数组 B树 无关
检索 双向链表 属性
中序序列 元素 无关
散列 路径 无关
散列 修改 无关
元素 割边 无关
连通图 割点 无关
深度优先遍历 连通分量 无关
根结点 N叉树 属性
时间复杂度 模式串 无关
冲突 内存 无关
最短路径 有向边 属性
子串 记录 无关
链域 二叉链表 属性
结点 二叉链表 属性
结点 中序序列 无关
递归函数 常量 无关
结点 活动 无关
分支界限法 回溯法 依赖
非线性数据结构 线性数据结构 反义
伪代码 排序 无关
单向链表 输出 无关
关键字 头指针 无关
编译 输入 无关
询问 输入 无关
祖先 父结点 属于
父结点 最短路径 无关
子图 归并排序 无关
冲突 删除 无关
遍历 表达式树 属性
折半查找 运算符 无关
实值参数 哈希表 无关
集合 线性表 无关
开放定址法 数组 无关
右孩子 完全二叉树 属性
装填因子 线性探测 被依赖
哈希函数 线性探测 被依赖
逻辑结构 变量 无关
存储结构 插入 无关
左孩子 插入 无关
右孩子 插入 无关
数据 背包问题 无关
排序 兄弟结点 无关
子树 路径 无关
Tarjan算法 有向图 属性
进栈 入度 无关
数据 剪枝 无关
数组 冲突 无关
删除 前驱 无关
顺序栈 数据元素 无关
强连通分量 记录 无关
割点 删除 拥有
遍历 无向图 属性
顶点 队列 无关
递归 叶子结点 无关
先序遍历 遍历二叉树 无关
修改 广义表 无关
顶点 弗洛伊德算法 无关
主函数 数组 无关
指针域 空表 无关
循环队列 内存 无关
根结点 割点 无关
归并排序 输入 无关
栈底指针 栈顶指针 反义
赋值 递归算法 无关
孩子结点 左孩子 包含
进栈 操作数 无关
压栈 字符串 无关
参数 链表 无关
简单回路 简单路径 属于
线性表 链式存储结构 拥有
前驱 输出 无关
双向链表 循环链表 无关
广义表 递归 拥有
整除 双亲 无关
旅行商问题 存储结构 无关
后继 线索化 无关
后缀表示 编译 无关
有向图 数组 无关
活动 有向无环图 无关
链表 关键字 无关
平均查找长度 散列 属性
快速排序 字符序列 无关
归并排序 折半查找 无关
分治法 递归 无关
元素 B树 无关
抽象数据类型 编译 无关
排序 B树 被依赖
深度 祖先 无关
内存 双端队列 无关
字符 运算符 无关
插入 赋值 无关
运算符 编译 被依赖
头结点 尾结点 反义
内存 输出 无关
前驱 空表 无关
子串 数据结构 属于
路径 父结点 无关
前缀树 子串 无关
祖先 指针 无关
程序 哈夫曼树 无关
数组 指示器 拥有
邻接表 生成森林 无关
元素 指示器 无关
前驱 红黑树 无关
修改 二叉排序树 无关
哈希地址 折叠法 拥有
根结点 连通分量 无关
顶点 头指针 无关
并查集 路径压缩 拥有
入队 三叉树 无关
广度优先遍历 队列 无关
变量 红黑树 无关
结点 哨兵 无关
深度优先遍历 强连通分量 无关
队列 排序 无关
物理结构 逻辑结构 反义
删除 右子树 无关
询问 索引 属性
右孩子 子树 无关
程序 二维数组 无关
修改 形式参数 无关
出队 检索 无关
浮点型 实型 无关
子集 分治法 无关
主函数 形式参数 无关
完全图 集合 无关
数据 归并排序 无关
物理结构 数据元素 被依赖
路径 内存 无关
索引表 结点 无关
形式参数 元素 无关
普里姆算法 最小生成树 属性
变量 频度 无关
删除 队头元素 属性
数据 基数排序 无关
计数排序 数组 属性
输出 指针 无关
整除 变量 属性
指针 孩子结点 属性
队尾元素 元素 属于
索引 参数列表 无关
编码 散列 无关
兄弟结点 B树 无关
指针 参数列表 无关
子集 索引 无关
时间复杂度 顺序查找 属性
深度 查找效率 无关
符号表 红黑树 无关
队尾元素 插入 拥有
递归 指针 无关
有向无环图 深度优先遍历 拥有
出栈 数组 无关
引用 二维数组 属性
索引 并查集 无关
单源最短路径 迪杰斯特拉算法 拥有
字典 删除 拥有
二叉树 B树 包含
中缀表达式 中序遍历 依赖
红黑树 叶子结点 拥有
背包问题 可行性 无关
败者树 算法 拥有
尾结点 左子树 无关
内部排序 关键字 依赖
根结点 B树 属性
迭代器 后继 无关
迭代器 二叉树 无关
压缩存储 文件 属性
关键字 右孩子 无关
引用 根结点 无关
栈底 插入 拥有
链表 左孩子 无关
时间复杂度 头指针 无关
邻接表 先进先出 无关
割点 遍历 无关
常量 冲突 无关
输出 最短路径 无关
二维数组 数据元素 无关
链表 链表结构 拥有
伪代码 遍历 属性
输出 哈希函数 属性
哈希表 结点 无关
邻接点 数据结构 无关
集合 数据项 包含
键树 前缀树 同义
索引表 索引文件 依赖
内存 参数列表 无关
折半插入排序 直接插入排序 依赖
BF算法 路径 无关
文件 红黑树 无关
